,gender,ethnicity,parent_ed,lunch,test_prep,math_score,reading_score,writing_score,prep_course,free_lunch,male,eth_B,eth_C,eth_D,eth_E,ped_shs,ped_hs,ped_sc,ped_ad,ped_md
384,female,group A,some high school,free/reduced,none,38,43,43,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
385,female,group E,some college,standard,none,67,76,75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
386,female,group E,bachelor's degree,standard,none,64,73,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
387,female,group C,associate's degree,free/reduced,none,57,78,67,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
388,female,group D,high school,standard,none,62,64,64,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
389,male,group D,master's degree,standard,none,73,70,75,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
390,male,group E,some high school,free/reduced,completed,73,67,59,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
391,female,group D,some college,standard,none,77,68,77,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
392,male,group E,some college,standard,none,76,67,67,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
393,male,group C,associate's degree,standard,completed,57,54,56,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
394,female,group C,some high school,standard,completed,65,74,77,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
395,male,group A,high school,free/reduced,none,48,45,41,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
396,female,group B,high school,free/reduced,none,50,67,63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
397,female,group C,associate's degree,standard,none,85,89,95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
398,male,group B,some high school,standard,none,74,63,57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
399,male,group D,some high school,standard,none,60,59,54,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
400,female,group C,some high school,standard,completed,59,54,67,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
401,male,group A,some college,standard,none,53,43,43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
402,female,group A,some college,free/reduced,none,49,65,55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
403,female,group D,high school,standard,completed,88,99,100,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
404,female,group C,high school,standard,none,54,59,62,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
405,female,group C,some high school,standard,none,63,73,68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
406,male,group B,associate's degree,standard,completed,65,65,63,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
407,female,group B,associate's degree,standard,none,82,80,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
408,female,group D,high school,free/reduced,completed,52,57,56,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
409,male,group D,associate's degree,standard,completed,87,84,85,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
410,female,group D,master's degree,standard,completed,70,71,74,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
411,male,group E,some college,standard,completed,84,83,78,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
412,male,group D,associate's degree,standard,none,71,66,60,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
413,male,group B,some high school,standard,completed,63,67,67,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
414,female,group C,bachelor's degree,free/reduced,completed,51,72,79,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,male,group E,high school,standard,none,84,73,69,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
416,male,group C,bachelor's degree,standard,completed,71,74,68,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,male,group C,associate's degree,standard,none,74,73,67,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
418,male,group D,some college,standard,none,68,59,62,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
419,male,group E,high school,free/reduced,completed,57,56,54,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
420,female,group C,associate's degree,free/reduced,completed,82,93,93,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
421,female,group D,high school,standard,completed,57,58,64,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
422,female,group D,master's degree,free/reduced,completed,47,58,67,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
423,female,group A,some high school,standard,completed,59,85,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
424,male,group B,some college,free/reduced,none,41,39,34,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
425,female,group C,some college,free/reduced,none,62,67,62,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
426,male,group C,bachelor's degree,standard,none,86,83,86,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,male,group C,some high school,free/reduced,none,69,71,65,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
428,male,group A,some high school,free/reduced,none,65,59,53,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
429,male,group C,some high school,free/reduced,none,68,63,54,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
430,male,group C,associate's degree,free/reduced,none,64,66,59,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
431,female,group C,high school,standard,none,61,72,70,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
432,male,group C,high school,standard,none,61,56,55,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
433,female,group A,some high school,free/reduced,none,47,59,50,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
434,male,group C,some high school,standard,none,73,66,66,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
435,male,group C,some college,free/reduced,completed,50,48,53,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
436,male,group D,associate's degree,standard,none,75,68,64,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
437,male,group D,associate's degree,free/reduced,none,75,66,73,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
438,male,group C,high school,standard,none,70,56,51,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
439,male,group D,some high school,standard,completed,89,88,82,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
440,female,group C,some college,standard,completed,67,81,79,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
441,female,group D,high school,standard,none,78,81,80,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
442,female,group A,some high school,free/reduced,none,59,73,69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
443,female,group B,associate's degree,standard,none,73,83,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
444,male,group A,some high school,free/reduced,none,79,82,73,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
445,female,group C,some high school,standard,completed,67,74,77,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
446,male,group D,some college,free/reduced,none,69,66,60,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
447,male,group C,high school,standard,completed,86,81,80,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
448,male,group B,high school,standard,none,47,46,42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
449,male,group B,associate's degree,standard,none,81,73,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
450,female,group C,some college,free/reduced,completed,64,85,85,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
451,female,group E,some college,standard,none,100,92,97,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
452,female,group C,associate's degree,free/reduced,none,65,77,74,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
453,male,group C,some college,free/reduced,none,65,58,49,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
454,female,group C,associate's degree,free/reduced,none,53,61,62,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
455,male,group C,bachelor's degree,free/reduced,none,37,56,47,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,female,group D,bachelor's degree,standard,none,79,89,89,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
457,male,group D,associate's degree,free/reduced,none,53,54,48,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
458,female,group E,bachelor's degree,standard,none,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
459,male,group B,high school,standard,completed,72,65,68,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
460,male,group C,bachelor's degree,free/reduced,none,53,58,55,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,male,group B,some college,free/reduced,none,54,54,45,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
462,female,group E,some college,standard,none,71,70,76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
463,female,group C,some college,free/reduced,none,77,90,91,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
464,male,group A,bachelor's degree,standard,completed,75,58,62,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,female,group C,some college,standard,none,84,87,91,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
466,female,group D,associate's degree,free/reduced,none,26,31,38,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
467,male,group A,high school,free/reduced,completed,72,67,65,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
468,female,group A,high school,free/reduced,completed,77,88,85,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
469,male,group C,some college,standard,none,91,74,76,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
470,female,group C,associate's degree,standard,completed,83,85,90,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
471,female,group C,high school,standard,none,63,69,74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
472,female,group C,associate's degree,standard,completed,68,86,84,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
473,female,group D,some high school,standard,none,59,67,61,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
474,female,group B,associate's degree,standard,completed,90,90,91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
475,female,group D,bachelor's degree,standard,completed,71,76,83,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
476,male,group E,bachelor's degree,standard,completed,76,62,66,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
477,male,group D,associate's degree,standard,none,80,68,72,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
478,female,group D,master's degree,standard,none,55,64,70,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
479,male,group E,associate's degree,standard,none,76,71,67,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
480,male,group B,high school,standard,completed,73,71,68,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
481,female,group D,associate's degree,free/reduced,none,52,59,56,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
482,male,group C,some college,free/reduced,none,68,68,61,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
483,male,group A,high school,standard,none,59,52,46,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
484,female,group B,associate's degree,standard,none,49,52,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
485,male,group C,high school,standard,none,70,74,71,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
486,male,group D,some college,free/reduced,none,61,47,56,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
487,female,group C,associate's degree,free/reduced,none,60,75,74,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
488,male,group B,some high school,standard,completed,64,53,57,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
489,male,group A,associate's degree,free/reduced,completed,79,82,82,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
490,female,group A,associate's degree,free/reduced,none,65,85,76,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
491,female,group C,associate's degree,standard,none,64,64,70,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
492,female,group C,some college,standard,none,83,83,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
493,female,group C,bachelor's degree,standard,none,81,88,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,female,group B,high school,standard,none,54,64,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
495,male,group D,high school,standard,completed,68,64,66,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
496,female,group C,some college,standard,none,54,48,52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
497,female,group D,some college,free/reduced,completed,59,78,76,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
498,female,group B,some high school,standard,none,66,69,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
499,male,group E,some college,standard,none,76,71,72,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
500,female,group D,master's degree,standard,none,74,79,82,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
501,female,group B,associate's degree,standard,completed,94,87,92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
502,male,group C,some college,free/reduced,none,63,61,54,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
503,female,group E,associate's degree,standard,completed,95,89,92,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
504,female,group D,master's degree,free/reduced,none,40,59,54,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
505,female,group B,some high school,standard,none,82,82,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
506,male,group A,high school,standard,none,68,70,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
507,male,group B,bachelor's degree,free/reduced,none,55,59,54,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,male,group C,master's degree,standard,none,79,78,77,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
509,female,group C,bachelor's degree,standard,none,86,92,87,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,male,group D,some college,standard,none,76,71,73,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
511,male,group A,some high school,standard,none,64,50,43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
512,male,group D,some high school,free/reduced,none,62,49,52,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
513,female,group B,some high school,standard,completed,54,61,62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
514,female,group B,master's degree,free/reduced,completed,77,97,94,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
515,female,group C,some high school,standard,completed,76,87,85,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
516,female,group D,some college,standard,none,74,89,84,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
517,female,group E,some college,standard,completed,66,74,73,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
518,female,group D,some high school,standard,completed,66,78,78,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
519,female,group B,high school,free/reduced,completed,67,78,79,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
520,male,group D,some college,standard,none,71,49,52,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
521,female,group C,associate's degree,standard,none,91,86,84,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
522,male,group D,bachelor's degree,standard,none,69,58,57,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
523,male,group C,master's degree,free/reduced,none,54,59,50,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
524,male,group C,high school,standard,completed,53,52,49,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
525,male,group E,some college,standard,none,68,60,59,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
526,male,group C,some high school,free/reduced,completed,56,61,60,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
527,female,group C,high school,free/reduced,none,36,53,43,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
528,female,group D,bachelor's degree,free/reduced,none,29,41,47,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
529,female,group C,associate's degree,standard,none,62,74,70,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
530,female,group C,associate's degree,standard,completed,68,67,73,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
531,female,group C,some high school,standard,none,47,54,53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
532,male,group E,associate's degree,standard,completed,62,61,58,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
533,female,group E,associate's degree,standard,completed,79,88,94,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
534,male,group B,high school,standard,completed,73,69,68,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
535,female,group C,bachelor's degree,free/reduced,completed,66,83,83,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,male,group C,associate's degree,standard,completed,51,60,58,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
537,female,group D,high school,standard,none,51,66,62,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
538,male,group E,bachelor's degree,standard,completed,85,66,71,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
539,male,group A,associate's degree,standard,completed,97,92,86,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
540,male,group C,high school,standard,completed,75,69,68,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
541,male,group D,associate's degree,free/reduced,completed,79,82,80,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
542,female,group C,associate's degree,standard,none,81,77,79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
543,female,group D,associate's degree,standard,none,82,95,89,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
544,female,group D,master's degree,standard,none,64,63,66,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
545,male,group E,some high school,free/reduced,completed,78,83,80,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
546,female,group A,some high school,standard,completed,92,100,97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
547,male,group C,high school,standard,completed,72,67,64,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
548,female,group C,high school,free/reduced,none,62,67,64,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
549,male,group C,master's degree,standard,none,79,72,69,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
550,male,group C,some high school,free/reduced,none,79,76,65,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
551,male,group B,bachelor's degree,free/reduced,completed,87,90,88,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,female,group B,associate's degree,standard,none,40,48,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
553,male,group D,some college,free/reduced,none,77,62,64,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
554,male,group E,associate's degree,standard,none,53,45,40,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
555,female,group C,some college,free/reduced,none,32,39,33,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
556,female,group C,associate's degree,standard,completed,55,72,79,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
557,male,group C,master's degree,free/reduced,none,61,67,66,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
558,female,group B,associate's degree,free/reduced,none,53,70,70,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
559,male,group D,some high school,standard,none,73,66,62,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
560,female,group D,some college,standard,completed,74,75,79,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
561,female,group C,some college,standard,none,63,74,74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
562,male,group C,bachelor's degree,standard,completed,96,90,92,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,female,group D,some college,free/reduced,completed,63,80,80,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
564,male,group B,bachelor's degree,free/reduced,none,48,51,46,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,male,group B,associate's degree,standard,none,48,43,45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
566,female,group E,bachelor's degree,free/reduced,completed,92,100,100,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
567,female,group D,master's degree,free/reduced,completed,61,71,78,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
568,male,group B,high school,free/reduced,none,63,48,47,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
569,male,group D,bachelor's degree,free/reduced,none,68,68,67,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
570,male,group B,some college,standard,completed,71,75,70,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
571,male,group A,bachelor's degree,standard,none,91,96,92,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,female,group C,some college,standard,none,53,62,56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
573,female,group C,high school,free/reduced,completed,50,66,64,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
574,female,group E,high school,standard,none,74,81,71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
575,male,group A,associate's degree,free/reduced,completed,40,55,53,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
